"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"freier Bauplan",14.970,1,0,13.974,0.000
"Beanspruchung eines Copyrights",14.970,1,0,13.974,0.000
"kleine Bearbeitung",14.970,1,0,13.974,0.000
"offizielle Bedeutung",14.970,1,0,13.974,0.000
"unbeabsichtigte Bedeutung",14.970,1,0,13.974,0.000
"Bedingung der Lizenz",14.970,1,0,13.974,0.000
"proprietäre Bedingung",14.970,1,0,13.974,0.000
"Befürworter der Kommerziellen Proprietärer Software",14.970,1,0,13.974,0.000
"Gabriele Beger",14.970,1,0,13.974,0.000
"Beginn des Gnu-projekts",14.970,1,0,13.974,0.000
"Begrenzung der Produktion",14.970,1,0,13.974,0.000
"Begrenzung des Preises",14.970,1,0,13.974,0.000
"Begründer des Begriffs",14.970,1,0,13.974,0.000
"Behandlung des Quelltextes",14.970,1,0,13.974,0.000
"Beifügung des Quellcodes",14.970,1,0,13.974,0.000
"Beispiel eines Saass-übersetzungsdienstes",14.970,1,0,13.974,0.000
"Bekanntsein des Quellcodes",14.970,1,0,13.974,0.000
"Belang der Praktiker",14.970,1,0,13.974,0.000
